platform,appid,app_name,monetization_model,recommendation_id,language,review_text,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,written_during_early_access,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever_m,author_playtime_last_two_weeks_m,author_playtime_at_review_m,author_last_played,monetization_flag
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203530933,english,Wanna spend an hour getting killed God knows how and wait to respawn? Then this game is for you.,2025-09-04T19:47:36+00:00,2025-09-04T19:47:36+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198095044321,0,2,646,518,646,1757015148,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203530647,english,pretty neat,2025-09-04T19:44:49+00:00,2025-09-04T19:44:49+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561198093018509,115,3,494731,2154,494578,1757061395,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203524272,english,"its wonderful and limitless, you indulge over time",2025-09-04T18:41:34+00:00,2025-09-04T18:41:34+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198320082036,0,1,49632,3118,49268,1757093323,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203519045,english,don't do it,2025-09-04T17:52:24+00:00,2025-09-04T17:52:24+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198850062295,234,5,191712,0,191712,1723694280,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203518888,english,GGWP!,2025-09-04T17:50:35+00:00,2025-09-04T17:50:35+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198423966592,0,1,89419,43,89392,1757089672,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203517248,english,queue is full of retards,2025-09-04T17:34:27+00:00,2025-09-04T17:34:27+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198825617332,0,4,51595,430,51389,1757051750,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203514295,english,filled with asians with min 6000 hours of game time  in the lowest ranks gate keeping new players,2025-09-04T17:03:03+00:00,2025-09-04T17:03:03+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561199439875885,0,1,18595,1550,18174,1757095245,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203512949,english,this game looks like minecraft need to cut tree,2025-09-04T16:47:57+00:00,2025-09-04T16:47:57+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198315388936,0,3,3242,0,3242,1535698713,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203512775,english,good,2025-09-04T16:45:53+00:00,2025-09-04T16:45:53+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199366111038,8,1,1044,1044,641,1757098510,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203511273,english,"Gaben platitt malo, ya debuster. Ya rabotu po 6 chasov v den 5/2, no polychau tolko 2 rubla v mesac, gaben ne hochet platit nam normalgo, po etomy dota ochen toksichnaa igra, potomychto platat malo agentam kak ya.",2025-09-04T16:28:13+00:00,2025-09-04T16:28:13+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199215645033,12,2,179594,1342,179493,1757009693,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203510405,english,good game,2025-09-04T16:16:21+00:00,2025-09-04T16:16:21+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198156307234,0,6,18021,595,17425,1757101419,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203508972,english,lol but worse,2025-09-04T15:57:12+00:00,2025-09-04T15:57:12+00:00,FALSE,1,0,0.485074609518051147,FALSE,FALSE,FALSE,76561199451865238,0,1,1005,0,1005,1720113149,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203508183,english,help ;-;,2025-09-04T15:45:58+00:00,2025-09-04T15:45:58+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198056682164,0,3,546,546,157,1757025220,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203508021,english,Only play if you like being miserable.,2025-09-04T15:44:01+00:00,2025-09-04T15:44:01+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198282799189,23,1,196501,3808,196013,1757100924,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203505598,english,verry verry goood,2025-09-04T15:10:12+00:00,2025-09-04T15:10:12+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198940414948,1,3,1301,410,1091,1757034041,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203505182,english,Dota 2 have been change since i played in 2016. Not sure it is better or worse :),2025-09-04T15:04:39+00:00,2025-09-04T15:04:39+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198126087691,0,6,67422,116,67306,1757039294,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203504488,english,"Piece of not enough very tasty pie, by another word creampie",2025-09-04T14:53:46+00:00,2025-09-04T14:53:46+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198096994556,0,1,160361,242,160361,1756558431,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203504146,english,NC GAME,2025-09-04T14:47:11+00:00,2025-09-04T14:47:11+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199261062869,0,2,2217,71,2146,1757001703,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203503427,english,Very fun game,2025-09-04T14:38:46+00:00,2025-09-04T14:38:46+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198120689486,0,1,256231,36,256194,1756999226,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203502667,english,nice,2025-09-04T14:12:41+00:00,2025-09-04T14:12:41+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199477270692,1,2,800,784,280,1757098920,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203501932,english,"be 10 mmr, pretty funny",2025-09-04T13:48:32+00:00,2025-09-04T13:48:32+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198368081798,18,2,88471,806,88244,1757100095,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203500918,english,its a good game,2025-09-04T13:27:43+00:00,2025-09-04T13:27:43+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561197965937439,0,1,334380,0,334380,1724456131,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203500778,english,complex learning curve but itÂ´s what it makeÂ´s it fun,2025-09-04T13:24:55+00:00,2025-09-04T13:24:55+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198329366481,0,1,44308,5628,43707,1757101421,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203499872,english,"?£?¶?°ÑÅÑ‚???°Ñè ?¸??Ñ€?°. ?˜??Ñ€?°?µÑˆÑŒ ?¿Ñ€??Ñ‚?¸?? Ñ‡?¸Ñ‚?µÑ€???? ???° ?ê?œ?µ, ?° ?º?????°???´?µ 4 ??Ñ‚?±Ñ€??ÑÅ?° ??Ñ‚?±Ñ‰?µÑÅÑ‚???° ÑÅ ÑƒÑ€???????µ?? ?¸??Ñ‚?µ?»?µ?ºÑ‚?° Ñ€Ñ‹?±?º?¸ ?¸ ÑÅ ?¿?µÑ€?µ?»?????°????Ñ‹???¸ ?¿?°?»ÑŒÑ†?°???¸ ???±?µ?¸Ñ… Ñ€Ñƒ?º. 
?¥Ñƒ?´Ñˆ?µ?µ ?º????ÑŒÑ????¸Ñ‚?¸ ???? ??ÑÅ?µ?? ???¸Ñ€?µ. ?¢???»ÑŒ?º?? ?¸?´?¸??Ñ‚Ñ‹ ?±Ñƒ?´ÑƒÑ‚ ?? ÑçÑ‚?? ?¸??Ñ€?°Ñ‚ÑŒ. ?–?°?»ÑŒ ÑÅ?????µ???? ??Ñ€?µ???µ???¸",2025-09-04T13:07:23+00:00,2025-09-04T13:07:23+00:00,FALSE,0,0,0.5,FALSE,TRUE,FALSE,76561199075330761,12,1,43365,7325,42579,1757100847,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203499646,english,?Ÿ‘ç?Ÿ‘ç?Ÿ‘ç,2025-09-04T13:02:52+00:00,2025-09-04T13:02:52+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561199761425494,0,1,34403,2188,34063,1757096603,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203499634,english,aaa here we go againnn,2025-09-04T13:02:38+00:00,2025-09-04T13:02:38+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199623520614,5,1,8129,35,8094,1757095871,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203499625,english,This game fucken sucks,2025-09-04T13:02:25+00:00,2025-09-04T13:02:25+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198003352202,0,1,165524,915,165492,1756991637,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203499364,english,Dont play this game,2025-09-04T12:57:23+00:00,2025-09-04T12:57:23+00:00,FALSE,0,0,0.5,FALSE,TRUE,FALSE,76561198999289344,0,1,58066,1272,58021,1757087707,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203498760,english,"i love this game so much, dota is the best, dota is my life is my wife and my job and maybe my family idk leave me alone",2025-09-04T12:45:15+00:00,2025-09-04T12:45:15+00:00,TRUE,1,0,0.523809552192687988,FALSE,FALSE,FALSE,76561199516656399,0,1,341322,7382,340316,1757091341,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203498352,english,good game but im donkey,2025-09-04T12:36:08+00:00,2025-09-04T12:36:08+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198175665674,0,1,530335,5247,529660,1757044731,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203497227,english,1,2025-09-04T12:08:50+00:00,2025-09-04T12:08:50+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198814130359,2,1,39354,3,39354,1756860596,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203496618,english,u need recover Battle pass.,2025-09-04T11:54:54+00:00,2025-09-04T11:54:54+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199046440513,5,2,71504,592,71242,1757082471,TRUE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203496363,english,ITS VERY FUN AND CHALLENGING,2025-09-04T11:47:57+00:00,2025-09-04T11:47:57+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199560198791,1,2,1203,1166,708,1757086999,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203496288,english,great game,2025-09-04T11:46:01+00:00,2025-09-04T11:46:01+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561199091507140,10,1,25903,4168,25548,1757048106,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203495440,english,pretty good game. very calming :),2025-09-04T11:24:06+00:00,2025-09-04T11:24:06+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198276310850,0,1,207213,6,207211,1756985077,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203491869,english,Its so entertaining and engaging,2025-09-04T09:39:39+00:00,2025-09-04T09:39:39+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198053568541,0,1,17606,343,17379,1757061859,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203489837,english,do not waste your life on this garbage,2025-09-04T08:33:38+00:00,2025-09-04T08:33:38+00:00,FALSE,2,0,0.523809552192687988,FALSE,FALSE,FALSE,76561198101286906,0,1,212815,1737,212815,1756974676,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203488443,english,terrible for new players. the absolute worst intro ive ever played.,2025-09-04T07:45:39+00:00,2025-09-04T07:45:39+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198184129542,250,4,464,15,464,1756971903,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203488441,english,Masisira buhay mo,2025-09-04T07:45:39+00:00,2025-09-04T07:45:39+00:00,FALSE,1,0,0.5,FALSE,FALSE,FALSE,76561199401155834,0,1,113895,2182,113693,1757065771,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203488355,english,poor players,2025-09-04T07:42:35+00:00,2025-09-04T07:42:35+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198412998871,5,1,346170,2063,345436,1757083839,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203488137,english,game good peaple bad ):,2025-09-04T07:35:13+00:00,2025-09-04T07:35:13+00:00,TRUE,1,0,0.5,FALSE,FALSE,FALSE,76561199147398127,0,1,16973,6197,16050,1757087300,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203487889,english,yes,2025-09-04T07:26:59+00:00,2025-09-04T07:26:59+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561199872742537,24,2,2227,2228,1518,1757080879,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203487303,english,baad game make u will suicide if u play this game,2025-09-04T07:06:10+00:00,2025-09-04T07:06:10+00:00,FALSE,1,0,0.5,FALSE,FALSE,FALSE,76561198974882813,0,2,31764,3674,31234,1757097608,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203486939,english,"Too many smurfs.. and account booster , when playing stacks cant win unless you're so good",2025-09-04T06:52:29+00:00,2025-09-04T06:52:29+00:00,FALSE,0,0,0.5,FALSE,TRUE,FALSE,76561199112987171,1,2,4029,7,4029,1756866157,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203486558,english,â˜ºâ˜ºâ˜ºâ˜ºâ˜º,2025-09-04T06:39:25+00:00,2025-09-04T06:39:25+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198064724483,0,1,158548,529,158118,1757005676,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203486556,english,god,2025-09-04T06:39:23+00:00,2025-09-04T06:39:23+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199883058259,0,2,3182,699,3182,1756817771,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203486441,english,yeah,2025-09-04T06:35:17+00:00,2025-09-04T06:35:17+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198798634016,0,2,1857,48,1809,1757054710,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203485919,english,nice,2025-09-04T06:17:10+00:00,2025-09-04T06:17:10+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198394842276,1,1,103705,1154,103446,1757077321,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203485447,english,If you hate urself and ur life this game is for you,2025-09-04T06:00:37+00:00,2025-09-04T06:00:37+00:00,TRUE,1,0,0.523809552192687988,FALSE,FALSE,FALSE,76561198129188362,0,2,165963,0,165963,1753894804,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203485054,english,cool game,2025-09-04T05:47:48+00:00,2025-09-04T05:47:48+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199271919012,11,2,10372,0,10372,1698836660,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203484537,english,nice,2025-09-04T05:28:13+00:00,2025-09-04T05:28:13+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198073989158,0,1,370958,6653,370318,1757094427,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203484476,english,recommended to play with friends,2025-09-04T05:26:02+00:00,2025-09-04T05:26:02+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198432490961,0,1,10007,2736,9826,1757056908,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203484209,english,1,2025-09-04T05:16:31+00:00,2025-09-04T05:16:31+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198157772081,5,5,231964,3128,231651,1757079209,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203484045,english,m,2025-09-04T05:11:11+00:00,2025-09-04T05:11:11+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198279342627,0,1,77312,963,77121,1756974556,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203483914,english,yes,2025-09-04T05:06:18+00:00,2025-09-04T05:06:18+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199042776240,0,21,735,199,639,1757051252,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203483357,english,Good for healty,2025-09-04T04:48:07+00:00,2025-09-04T04:48:07+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198124979010,3,3,332410,1158,332405,1757090069,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203483222,english,"i like the game, also i love playing sea server it's give you a peace of mind.",2025-09-04T04:44:06+00:00,2025-09-04T04:44:06+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199468096525,0,1,132422,4875,131856,1757088217,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203482925,english,This is a very engaging game. Good to play 1-2 rounds a day to wind down.,2025-09-04T04:34:15+00:00,2025-09-04T04:34:15+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199002717589,0,1,289890,2278,289638,1757032216,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203482232,english,good game,2025-09-04T04:10:55+00:00,2025-09-04T04:10:55+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561198793701928,0,1,2975,2975,2400,1757053260,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203482079,english,tangina dota forever XD,2025-09-04T04:05:39+00:00,2025-09-04T04:05:39+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198341220452,0,1,709009,2152,708806,1757050135,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203481595,english,This game is terrible and a waste of time. Every game there is either toxic behavior or a smurf. Zero fun only pain. Developer do absolutely nothing to help against toxic behavior and smurf. If you have no life and can play all day you can get out of the low MMR hell,2025-09-04T03:50:58+00:00,2025-09-04T03:50:58+00:00,FALSE,1,0,0.523809552192687988,FALSE,TRUE,FALSE,76561197994085328,0,1,222343,42,222343,1756957750,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203480652,english,toxic player,2025-09-04T03:23:00+00:00,2025-09-04T03:23:00+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198067844100,0,1,432604,3173,432604,1756955241,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203480121,english,great,2025-09-04T03:07:20+00:00,2025-09-04T03:07:20+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199266389253,0,1,74050,3786,73248,1757088099,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203477004,english,Game nowawadays getting queued with smurf ruining the game,2025-09-04T01:36:45+00:00,2025-09-04T01:36:45+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198108847639,0,1,130550,8332,130327,1756963085,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203475905,english,yeah,2025-09-04T01:06:28+00:00,2025-09-04T01:06:28+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198930876059,17,2,66420,5837,66026,1757038473,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203475398,english,its menatl,2025-09-04T00:51:31+00:00,2025-09-04T00:51:31+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198065313170,0,1,389026,574,389026,1756947056,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203474904,english,Good,2025-09-04T00:38:10+00:00,2025-09-04T00:38:10+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199570137857,0,1,10955,656,10815,1757038446,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203474056,english,3412312,2025-09-04T00:14:58+00:00,2025-09-04T00:14:58+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561199405062318,0,1,68518,2960,67887,1757025730,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203473588,english,"Hello, my name is Miguel, Iâ€? I would like to expose my pain, my anguish, my despair, and above all, my years of loneliness that were falsely hidden by this curse they call a game, and that only got worse after I learned how to play Invoker. Iâ€? I deeply regret ever starting this.

The year was 2017, I was a young boy wandering and browsing the internet, I needed something to get addicted to and unfortunately, I chose this game instead of pornography or methamphetamine. You, reader, might think Iâ€™m exaggerating or using extreme situations to expose my unhappiness. But truly, honestly, maybe it would be better to be in prison right now, paying for the crime of drug use and dealing, serving my 15-year sentence and in the endâ€? in the end, seeing the sunlight and not feeling pain, guilt, sadness, and maybe, maybe, even after all of it, a desire to feel that pain again â€” that pain more addictive than cocaine. Gabe Newell produced not a game, but a pact you sign, and that pact is Dota 2.

Not because itâ€™s a bad game, not just because of that, but because it consumes you like a demon. It feeds on your pain, your sadness, your anger, and it only grows stronger. Believe me, Iâ€™m a rational guy and Iâ€™m sure thereâ€™s no explanation other than supernatural for what happens when you play this game. Itâ€™s the equivalent of shoving a pineapple into your anus and, after bleeding intensely and stabilizing, ripping it out, pouring hot oil, and then pouring alcohol on top of it all. And yet, despite everything, you still feel the urge to repeat the experience.

So yes, it was a pact. I spend my time with this game while it drains my life energy, and in return, I receive trauma, I receive emptiness. I look at the world and see how much time Iâ€™ve lost. I could have taken up gardening, learned sign language, become a bodybuilder, or even an astronaut!!! But instead, I was consumed and rotted little by little, until I finally broke free from the roots of evil, looked back at my past, and felt despair for not being able to rescue my younger self â€” hopeful, innocentâ€?

If youâ€™re reading this, no, donâ€™t play Dota 2. Donâ€™t start something you cannot finish. Thereâ€™s a reason why most players have over 1,000 hours and still feel regret â€” and you only discover it when youâ€™re already suffering.",2025-09-04T00:01:03+00:00,2025-09-04T00:01:03+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198355138547,71,3,374550,5,374545,1757012220,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203473173,english,Nice game,2025-09-03T23:51:07+00:00,2025-09-03T23:51:07+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561197982036362,0,2,215487,917,215487,1756940983,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203472018,english,"too addicting, dont play it",2025-09-03T23:21:06+00:00,2025-09-03T23:21:06+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198136380445,0,1,6187,6188,5440,1757066110,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203471914,english,dobro kuvanje do kurca,2025-09-03T23:18:49+00:00,2025-09-03T23:18:49+00:00,TRUE,0,0,0.5,FALSE,TRUE,FALSE,76561199184048066,9,3,6532,2711,5921,1757030275,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203471624,english,no,2025-09-03T23:12:00+00:00,2025-09-03T23:12:00+00:00,FALSE,0,0,0.5,FALSE,FALSE,FALSE,76561198053496118,0,4,3734,0,3734,1652016521,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203471397,english,adictive. be careful,2025-09-03T23:06:57+00:00,2025-09-03T23:06:57+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198353259938,0,1,107456,1936,106113,1757035654,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203470150,english,Classic moba but Valve. I'll admit bias but it's also actually just a really really good moba.,2025-09-03T22:36:58+00:00,2025-09-03T22:36:58+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198848358463,0,11,1699,1288,1301,1757046759,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203470111,english,"if i ever had doubting about having mental isuess , just im sure i have these shits because of this game!",2025-09-03T22:35:53+00:00,2025-09-03T22:35:53+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561199059311938,0,3,130135,1270,129889,1757019550,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469081,english,The Best Game,2025-09-03T22:09:56+00:00,2025-09-03T22:09:56+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824733459,0,1,284,0,284,1543052252,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469068,english,The Best Game,2025-09-03T22:09:38+00:00,2025-09-03T22:09:38+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198822725595,0,1,280,0,280,1543052439,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469067,english,The Best Game,2025-09-03T22:09:35+00:00,2025-09-03T22:09:35+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824765744,0,1,279,0,279,1543052539,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469062,english,The Best Game,2025-09-03T22:09:31+00:00,2025-09-03T22:09:31+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824759123,0,1,279,0,279,1543052529,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469061,english,The Best Game,2025-09-03T22:09:27+00:00,2025-09-03T22:09:27+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198822686247,0,1,280,0,280,1543052628,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469058,english,The Best Game,2025-09-03T22:09:24+00:00,2025-09-03T22:09:24+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824706562,0,1,280,0,280,1543052650,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469056,english,The Best Game,2025-09-03T22:09:17+00:00,2025-09-03T22:09:17+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198822715150,0,1,280,0,280,1543052678,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469049,english,The Best Game,2025-09-03T22:09:10+00:00,2025-09-03T22:09:10+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824733898,0,1,272,0,272,1543052708,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469048,english,The Best Game,2025-09-03T22:09:06+00:00,2025-09-03T22:09:06+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198822770950,0,1,281,0,281,1543052729,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469045,english,The Best Game,2025-09-03T22:09:03+00:00,2025-09-03T22:09:03+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824804232,0,1,281,0,281,1543052748,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469044,english,The Best Game,2025-09-03T22:08:59+00:00,2025-09-03T22:08:59+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824639574,0,1,274,0,274,1543052778,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469041,english,The Best Game,2025-09-03T22:08:56+00:00,2025-09-03T22:08:56+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198824731481,0,1,282,0,282,1543052803,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469038,english,The Best Game,2025-09-03T22:08:53+00:00,2025-09-03T22:08:53+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198254397833,0,1,6,0,6,1444381447,FALSE
steam,570,Dota 2,"cosmetics, battle pass, event monetization",203469034,english,The Best Game,2025-09-03T22:08:49+00:00,2025-09-03T22:08:49+00:00,TRUE,0,0,0.5,FALSE,FALSE,FALSE,76561198357278926,0,1,43,0,43,1634537971,FALSE
